 1.000000  0.001575
 0.999753  0.001618
 0.999013  0.001748
 0.997781  0.001964
 0.996057  0.002265
 0.993844  0.002651
 0.991144  0.003120
 0.987958  0.003671
 0.984292  0.004304
 0.980147  0.005015
 0.975528  0.005803
 0.970440  0.006666
 0.964888  0.007602
 0.958877  0.008609
 0.952414  0.009683
 0.945503  0.010822
 0.938153  0.012024
 0.930371  0.013285
 0.922164  0.014602
 0.913540  0.015972
 0.904508  0.017393
 0.895078  0.018860
 0.885257  0.020372
 0.875056  0.021923
 0.864484  0.023512
 0.853553  0.025134
 0.842274  0.026787
 0.830656  0.028466
 0.818712  0.030169
 0.806454  0.031892
 0.793893  0.033631
 0.781042  0.035384
 0.767913  0.037146
 0.754521  0.038914
 0.740877  0.040684
 0.726995  0.042453
 0.712890  0.044217
 0.698574  0.045972
 0.684062  0.047715
 0.669369  0.049441
 0.654508  0.051147
 0.639496  0.052828
 0.624345  0.054481
 0.609072  0.056102
 0.593691  0.057686
 0.578217  0.059229
 0.562667  0.060726
 0.547054  0.062174
 0.531395  0.063568
 0.515705  0.064903
 0.500000  0.066175
 0.484295  0.067380
 0.468605  0.068513
 0.452946  0.069569
 0.437333  0.070545
 0.421783  0.071435
 0.406309  0.072236
 0.390928  0.072944
 0.375655  0.073555
 0.360504  0.074064
 0.345492  0.074468
 0.330631  0.074765
 0.315938  0.074950
 0.301426  0.075021
 0.287110  0.074975
 0.273005  0.074810
 0.259123  0.074524
 0.245479  0.074116
 0.232087  0.073583
 0.218958  0.072926
 0.206107  0.072143
 0.193546  0.071234
 0.181288  0.070200
 0.169344  0.069042
 0.157726  0.067759
 0.146447  0.066354
 0.135516  0.064828
 0.124944  0.063183
 0.114743  0.061422
 0.104922  0.059547
 0.095492  0.057561
 0.086460  0.055467
 0.077836  0.053269
 0.069629  0.050970
 0.061847  0.048573
 0.054497  0.046083
 0.047586  0.043504
 0.041123  0.040838
 0.035112  0.038091
 0.029560  0.035266
 0.024472  0.032367
 0.019853  0.029397
 0.015708  0.026360
 0.012042  0.023259
 0.008856  0.020098
 0.006156  0.016879
 0.003943  0.013605
 0.002219  0.010278
 0.000987  0.006901
 0.000247  0.003474
 0.000000  0.000000
 0.000247 -0.003474
 0.000987 -0.006901
 0.002219 -0.010278
 0.003943 -0.013605
 0.006156 -0.016879
 0.008856 -0.020098
 0.012042 -0.023259
 0.015708 -0.026360
 0.019853 -0.029397
 0.024472 -0.032367
 0.029560 -0.035266
 0.035112 -0.038091
 0.041123 -0.040838
 0.047586 -0.043504
 0.054497 -0.046083
 0.061847 -0.048573
 0.069629 -0.050970
 0.077836 -0.053269
 0.086460 -0.055467
 0.095492 -0.057561
 0.104922 -0.059547
 0.114743 -0.061422
 0.124944 -0.063183
 0.135516 -0.064828
 0.146447 -0.066354
 0.157726 -0.067759
 0.169344 -0.069042
 0.181288 -0.070200
 0.193546 -0.071234
 0.206107 -0.072143
 0.218958 -0.072926
 0.232087 -0.073583
 0.245479 -0.074116
 0.259123 -0.074524
 0.273005 -0.074810
 0.287110 -0.074975
 0.301426 -0.075021
 0.315938 -0.074950
 0.330631 -0.074765
 0.345492 -0.074468
 0.360504 -0.074064
 0.375655 -0.073555
 0.390928 -0.072944
 0.406309 -0.072236
 0.421783 -0.071435
 0.437333 -0.070545
 0.452946 -0.069569
 0.468605 -0.068513
 0.484295 -0.067380
 0.500000 -0.066175
 0.515705 -0.064903
 0.531395 -0.063568
 0.547054 -0.062174
 0.562667 -0.060726
 0.578217 -0.059229
 0.593691 -0.057686
 0.609072 -0.056102
 0.624345 -0.054481
 0.639496 -0.052828
 0.654508 -0.051147
 0.669369 -0.049441
 0.684062 -0.047715
 0.698574 -0.045972
 0.712890 -0.044217
 0.726995 -0.042453
 0.740877 -0.040684
 0.754521 -0.038914
 0.767913 -0.037146
 0.781042 -0.035384
 0.793893 -0.033631
 0.806454 -0.031892
 0.818712 -0.030169
 0.830656 -0.028466
 0.842274 -0.026787
 0.853553 -0.025134
 0.864484 -0.023512
 0.875056 -0.021923
 0.885257 -0.020372
 0.895078 -0.018860
 0.904508 -0.017393
 0.913540 -0.015972
 0.922164 -0.014602
 0.930371 -0.013285
 0.938153 -0.012024
 0.945503 -0.010822
 0.952414 -0.009683
 0.958877 -0.008609
 0.964888 -0.007602
 0.970440 -0.006666
 0.975528 -0.005803
 0.980147 -0.005015
 0.984292 -0.004304
 0.987958 -0.003671
 0.991144 -0.003120
 0.993844 -0.002651
 0.996057 -0.002265
 0.997781 -0.001964
 0.999013 -0.001748
 0.999753 -0.001618
 1.000000 -0.001575
